optimizer,batch_size,lr,epoch,train_loss,val_loss,val_acc,val_auc
SGD,16,0.1,1,0.6609582320396147,0.553144063268389,0.8163265585899353,0.8653198653198653
SGD,16,0.1,2,0.5210585794918278,0.3593929787071384,0.8163265585899353,0.9023569023569024
SGD,16,0.1,3,0.4579058187613215,0.4295801532511808,0.8163265585899353,0.8956228956228957
SGD,16,0.1,4,0.3779283288885584,0.3571922730426399,0.8367347121238708,0.9141414141414141
SGD,16,0.1,5,0.38668423118986617,0.3740535512262461,0.795918345451355,0.9057239057239058
SGD,16,0.1,6,0.3647321132180604,0.33900768902837014,0.8163265585899353,0.9191919191919192
SGD,16,0.1,7,0.39183386990443414,0.3809552508957532,0.8163265585899353,0.9040404040404041
SGD,16,0.1,8,0.3406342533585939,0.43786761225486287,0.7755101919174194,0.893939393939394
SGD,16,0.1,9,0.3503237982989902,0.3993578541035555,0.8163265585899353,0.8973063973063973
SGD,16,0.1,10,0.3272462027060553,0.4106654780251639,0.8367347121238708,0.9006734006734006
SGD,16,0.1,11,0.30652640767665723,0.4300823114356216,0.795918345451355,0.8872053872053872
SGD,16,0.1,12,0.27503113054858586,0.4590806401505762,0.795918345451355,0.8771043771043772
SGD,16,0.1,13,0.2639223238347108,0.44157246667511607,0.7551020383834839,0.877946127946128
SGD,16,0.1,14,0.23867275291562823,0.5287231133908642,0.7551020383834839,0.8585858585858587
SGD,16,0.1,15,0.27532946569314276,0.48036071718955525,0.7755101919174194,0.8804713804713805
SGD,16,0.1,16,0.2594270953242643,0.4722818087558357,0.8367347121238708,0.9057239057239057
SGD,16,0.1,17,0.3737844485075363,0.4859377535022035,0.8163265585899353,0.8905723905723906
SGD,16,0.1,18,0.3312052753922853,0.6661950666077283,0.7755101919174194,0.8619528619528619
SGD,16,0.1,19,0.35827773637644983,0.5556259495871407,0.7551020383834839,0.8602693602693604
SGD,16,0.1,20,0.30176662904610907,0.5821071741532307,0.8163265585899353,0.8855218855218855
SGD,16,0.1,21,0.2647651222852961,0.5736933192428277,0.8571428656578064,0.8914141414141414
SGD,16,0.1,22,0.2715072679844817,0.5335218517147765,0.7755101919174194,0.8973063973063973
SGD,16,0.1,23,0.22516928564207,0.5494626152272127,0.8367347121238708,0.8922558922558923
SGD,16,0.1,24,0.2420609924493483,0.6019821604903863,0.8367347121238708,0.8838383838383839
SGD,16,0.1,25,0.19516642661909983,0.6362643509495015,0.8367347121238708,0.888888888888889
SGD,16,0.1,26,0.19297601243992543,1.0067078921259667,0.795918345451355,0.8602693602693604
SGD,16,0.1,27,0.9583168486857043,0.544683534271863,0.6122449040412903,0.861952861952862
SGD,16,0.1,28,0.6512663434669761,0.4909632546561105,0.7551020383834839,0.8973063973063973
SGD,16,0.1,29,0.551551834289274,0.4432628398038903,0.6530612111091614,0.8569023569023569
SGD,16,0.1,30,0.5318774837286361,0.4468424076936683,0.7755101919174194,0.8535353535353536
SGD,16,0.1,31,0.45263997013704765,0.38546471693077866,0.7755101919174194,0.8989898989898991
SGD,16,0.1,32,0.4707241595717909,0.4914000910155627,0.8775510191917419,0.898989898989899
SGD,16,0.1,33,1.0627980062380973,0.45620800524341815,0.7346938848495483,0.8013468013468015
SGD,16,0.1,34,0.5513369011755435,0.6171856121141084,0.5510203838348389,0.7626262626262627
SGD,16,0.1,35,0.5609087996532263,0.4242777629774444,0.7142857313156128,0.8577441077441078
SGD,16,0.1,36,0.5057838404734518,0.6760396081574109,0.8163265585899353,0.8813131313131315
SGD,16,0.1,37,0.4780523567002054,0.5436356019000618,0.7142857313156128,0.7693602693602694
SGD,16,0.1,38,0.427953468394403,0.4732026178009656,0.7551020383834839,0.861952861952862
SGD,16,0.1,39,0.496082282436944,0.7797358765894052,0.7755101919174194,0.8476430976430976
SGD,16,0.1,40,0.4332896007775025,0.5259530884878976,0.6938775777816772,0.7878787878787881
SGD,16,0.1,41,0.4319668236174114,0.5411428237447933,0.6734693646430969,0.7693602693602694
SGD,16,0.1,42,0.46580954614080916,0.510449049424152,0.7142857313156128,0.8148148148148148
SGD,16,0.1,43,0.45335283072501265,0.48835836138044086,0.7346938848495483,0.7895622895622896
SGD,16,0.1,44,0.414085816534072,0.6158499036516462,0.7142857313156128,0.7634680134680135
SGD,16,0.1,45,0.3732661638852846,0.5049122790901028,0.7755101919174194,0.824915824915825
SGD,16,0.1,46,0.39033910276976275,0.7796215232537718,0.7551020383834839,0.7937710437710438
SGD,16,0.1,47,0.5079715532960052,0.5264808596396933,0.7142857313156128,0.76010101010101
SGD,16,0.1,48,0.4207805500129344,0.5169546263558524,0.6938775777816772,0.7592592592592593
SGD,16,0.1,49,0.41051114408463396,0.5015959447743942,0.6734693646430969,0.781986531986532
SGD,16,0.1,50,0.4431820663145787,0.5551615831803303,0.795918345451355,0.8518518518518519
SGD,16,0.1,51,0.396878429027419,0.6266758004013373,0.7551020383834839,0.8249158249158249
SGD,16,0.1,52,0.3870944359141928,0.623489321494589,0.7142857313156128,0.7845117845117846
SGD,16,0.1,53,0.4435853636944232,0.50949713648582,0.6938775777816772,0.787878787878788
SGD,16,0.1,54,0.37368283988280615,0.4786433200446927,0.7142857313156128,0.8097643097643098
SGD,16,0.1,55,0.4233026566283073,0.48638552062365475,0.7142857313156128,0.8333333333333334
SGD,16,0.1,56,0.45257312275585115,0.48794230636285274,0.7142857313156128,0.8131313131313131
SGD,16,0.1,57,0.3521890393192904,0.5514206691664092,0.7551020383834839,0.8215488215488216
SGD,16,0.1,58,0.453980842402562,0.515298201113331,0.6938775777816772,0.8324915824915825
SGD,16,0.1,59,0.3528059867688411,0.6787555266399773,0.7346938848495483,0.8333333333333333
SGD,16,0.1,60,0.5303145912644777,0.7031927789960589,0.6938775777816772,0.7508417508417509
SGD,16,0.1,61,0.36450992223512324,0.8959874328301878,0.6938775777816772,0.7491582491582491
SGD,16,0.1,62,0.4228229687930389,0.8377028290106325,0.7346938848495483,0.7744107744107744
SGD,16,0.1,63,0.40946250381865035,0.8022521953193509,0.7142857313156128,0.7289562289562289
SGD,16,0.1,64,0.37749950780769703,1.1058120727539062,0.7142857313156128,0.7803030303030303
SGD,16,0.1,65,0.34304068125591375,1.1373948272393675,0.6938775777816772,0.877104377104377
SGD,16,0.1,66,0.33673948080428523,1.0421981422268614,0.7346938848495483,0.8451178451178452
SGD,16,0.1,67,0.32240856496781267,0.7962417310597946,0.6938775777816772,0.8181818181818182
SGD,16,0.1,68,0.3804598249919674,1.5936764503011898,0.7346938848495483,0.8367003367003367
SGD,16,0.1,69,0.44121007451430505,0.5514362296279596,0.7551020383834839,0.8678451178451179
SGD,16,0.1,70,0.3595721190457517,0.5195795857176488,0.795918345451355,0.898989898989899
SGD,16,0.1,71,0.38359505061658555,0.5831017007633131,0.8163265585899353,0.888888888888889
SGD,16,0.1,72,0.3041311958563451,0.8617655744357985,0.795918345451355,0.8821548821548821
SGD,16,0.1,73,0.39267407365413526,0.49833361956537986,0.7755101919174194,0.8737373737373737
SGD,16,0.1,74,0.34584608735815847,0.5770945938266053,0.7346938848495483,0.8535353535353536
SGD,16,0.1,75,0.2764499204455262,0.5876615096111687,0.7142857313156128,0.8636363636363638
SGD,16,0.1,76,0.28202250893251885,0.6183494061839824,0.7755101919174194,0.9074074074074074
SGD,16,0.1,77,0.2881076933497592,0.5867937681626301,0.795918345451355,0.8888888888888888
SGD,16,0.1,78,0.31024109946631395,0.7827116032035983,0.7755101919174194,0.8594276094276094
SGD,16,0.1,79,0.31766658372829615,0.48576743262154715,0.7346938848495483,0.8661616161616161
SGD,16,0.1,80,0.3687019391381061,0.7180835568175024,0.795918345451355,0.8585858585858586
SGD,16,0.1,81,0.2951862152685156,0.5970337828811334,0.7755101919174194,0.8535353535353536
SGD,16,0.1,82,0.33660948847859634,0.6969961828115036,0.7755101919174194,0.8636363636363636
SGD,16,0.1,83,0.29578023809225445,0.7431891305106026,0.7755101919174194,0.8973063973063973
SGD,16,0.1,84,0.28470082048307427,0.7807100354408731,0.8163265585899353,0.8804713804713804
SGD,16,0.1,85,0.24881861046188236,0.881926137573865,0.8163265585899353,0.8863636363636364
SGD,16,0.1,86,0.3699938188562739,0.4834013569111727,0.7755101919174194,0.8653198653198655
SGD,16,0.1,87,0.41187245116950316,0.7454599555657835,0.7551020383834839,0.8543771043771045
SGD,16,0.1,88,0.2487583858361516,1.1352122073270836,0.795918345451355,0.8720538720538721
SGD,16,0.1,89,0.3555050476845064,0.9240528320779606,0.7755101919174194,0.8644781144781145
SGD,16,0.1,90,0.2953134439793913,0.9379556908899424,0.7551020383834839,0.8518518518518519
SGD,16,0.1,91,0.2818602964359244,0.9041394603495695,0.7551020383834839,0.8181818181818181
SGD,16,0.1,92,0.24762339542566802,1.0209043463882135,0.7346938848495483,0.82996632996633
SGD,16,0.1,93,0.24116403821836482,1.264835026799416,0.7551020383834839,0.8653198653198654
SGD,16,0.1,94,0.45328055700489894,1.0860512110651757,0.8367347121238708,0.8804713804713805
SGD,16,0.1,95,0.3006539332434303,0.8741462473966637,0.795918345451355,0.914983164983165
SGD,16,0.1,96,0.320306282587002,0.809536126195168,0.7755101919174194,0.877104377104377
SGD,16,0.1,97,0.3321519923333677,0.8591616105060188,0.7346938848495483,0.8585858585858587
SGD,16,0.1,98,0.2800658403900621,1.4060279885116889,0.795918345451355,0.8451178451178452
SGD,16,0.1,99,0.8730521992698235,0.8737666071677694,0.7142857313156128,0.7558922558922558
SGD,16,0.1,100,0.33391767585833454,0.8756895065307617,0.7551020383834839,0.7794612794612795
SGD,16,0.1,101,0.3256980273390063,0.9546988934886699,0.7142857313156128,0.8114478114478114
SGD,16,0.1,102,0.2967953433335754,0.8707537407777748,0.795918345451355,0.8316498316498318
SGD,16,0.1,103,0.32534066398526723,0.850970594250426,0.7755101919174194,0.8434343434343434
SGD,16,0.1,104,0.282618566034989,0.8163536908675213,0.795918345451355,0.8602693602693603
SGD,16,0.1,105,0.26350708375323006,0.7211752132493623,0.7755101919174194,0.8653198653198653
SGD,16,0.1,106,0.29230311792886726,0.9925193056768301,0.7755101919174194,0.8409090909090909
SGD,16,0.1,107,0.4181613079006808,0.8699674119754713,0.795918345451355,0.851010101010101
SGD,16,0.1,108,0.3275039538046239,0.9098380731076611,0.7551020383834839,0.835016835016835
SGD,16,0.1,109,0.27090317782960405,1.4337766316472267,0.7755101919174194,0.8257575757575758
SGD,16,0.1,110,0.32494277966454854,0.8356191479429906,0.7551020383834839,0.8156565656565656
SGD,16,0.1,111,0.2592932986471937,1.0709523960035674,0.7346938848495483,0.813973063973064
SGD,16,0.1,112,0.2873112685939809,1.4168471949441093,0.7755101919174194,0.8417508417508417
SGD,16,0.1,113,0.2931790178921556,1.0470441750117712,0.795918345451355,0.8535353535353535
SGD,16,0.1,114,0.22781792638215376,0.9724781975454214,0.795918345451355,0.8627946127946128
SGD,16,0.1,115,0.26362422402040947,0.7218835597135582,0.7755101919174194,0.8569023569023568
SGD,16,0.1,116,0.23710196685296883,1.037756924726525,0.7755101919174194,0.8434343434343434
SGD,16,0.1,117,0.2593349110907041,1.3302265429983333,0.795918345451355,0.8518518518518517
SGD,16,0.1,118,0.24961816225912992,1.006975504816795,0.7755101919174194,0.8594276094276094
SGD,16,0.1,119,0.244364673918393,0.9774295797153395,0.7755101919174194,0.8636363636363636
SGD,16,0.1,120,0.2490714127535647,1.0476177760532923,0.7755101919174194,0.8653198653198653
SGD,16,0.1,121,0.19817919434703946,1.2475268208250707,0.795918345451355,0.8787878787878788
SGD,16,0.1,122,0.23920470815866104,1.520622156104263,0.8163265585899353,0.877104377104377
SGD,16,0.1,123,0.2198923072666702,0.908503804888044,0.7551020383834839,0.8855218855218856
SGD,16,0.1,124,0.24964416274134976,0.7556190004154127,0.7755101919174194,0.8981481481481481
SGD,16,0.1,125,0.24824699774924955,0.6607057658993468,0.7755101919174194,0.9031986531986532
SGD,16,0.1,126,0.3051169696867157,0.8175692704259133,0.7346938848495483,0.8198653198653199
SGD,16,0.1,127,0.25174883363160444,1.032574327624574,0.7755101919174194,0.8914141414141414
SGD,16,0.1,128,0.2663417138422524,1.0138923002749074,0.7551020383834839,0.8956228956228957
SGD,16,0.1,129,0.2910762964096403,1.0741408601099132,0.7551020383834839,0.8350168350168351
SGD,16,0.1,130,0.27119086397126546,0.9893179134446748,0.7755101919174194,0.8602693602693603
SGD,16,0.1,131,0.2312975794540168,1.035379867164456,0.7755101919174194,0.867003367003367
SGD,16,0.1,132,0.25759061769500297,1.1371582673520457,0.7551020383834839,0.8518518518518519
SGD,16,0.1,133,0.24987995748075179,1.1717014020803023,0.7755101919174194,0.8442760942760943
SGD,16,0.1,134,0.22756242642355262,1.1493795355971979,0.7755101919174194,0.8577441077441078
SGD,16,0.1,135,0.2577282770927706,1.3424987257743368,0.795918345451355,0.8636363636363636
SGD,16,0.1,136,0.23571668758293507,1.2484182727580169,0.795918345451355,0.8821548821548821
SGD,16,0.1,137,0.2989539865095535,1.14149039618823,0.7755101919174194,0.861952861952862
SGD,16,0.1,138,0.2602400427655235,1.3372009530359386,0.795918345451355,0.8291245791245792
SGD,16,0.1,139,0.21605031462531016,1.7106867906998615,0.7551020383834839,0.8501683501683502
SGD,16,0.1,140,0.3503461983537427,1.2999286408327064,0.7755101919174194,0.8468013468013469
SGD,16,0.1,141,0.24449183718528156,0.809934985880949,0.7346938848495483,0.8324915824915825
SGD,16,0.1,142,0.2857295367384204,0.8172059545711595,0.7346938848495483,0.8232323232323233
SGD,16,0.1,143,0.26328938427366744,0.8937161309378487,0.7551020383834839,0.8198653198653199
SGD,16,0.1,144,0.21702290569562369,0.8817097216236348,0.7551020383834839,0.835016835016835
SGD,16,0.1,145,0.261580467996202,0.8049850950435716,0.7755101919174194,0.8501683501683501
SGD,16,0.1,146,0.2092010511936216,0.836259160723005,0.7551020383834839,0.8569023569023569
SGD,16,0.1,147,0.25477413624679485,0.8977006016945352,0.7551020383834839,0.8585858585858587
