optimizer,batch_size,lr,epoch,train_loss,val_loss,val_acc,val_auc
SGD,16,0.1,148,0.21376522001207185,1.368701798575265,0.7755101919174194,0.8535353535353536
SGD,16,0.1,149,0.21607293366150535,1.074142957220272,0.7755101919174194,0.8636363636363636
SGD,16,0.1,150,0.17413912474182602,1.1442119491343596,0.7755101919174194,0.8787878787878788
SGD,16,0.1,151,0.19199614728670664,1.2051363137303566,0.7755101919174194,0.8787878787878788
SGD,16,0.1,152,0.16480103212317038,1.1850029059818812,0.7755101919174194,0.8821548821548821
SGD,16,0.1,153,0.18395532721682534,1.1656028640513518,0.7755101919174194,0.8737373737373737
SGD,16,0.1,154,0.21739333018737753,1.1770649686151622,0.7755101919174194,0.8720538720538721
SGD,16,0.1,155,0.27265521775873214,1.080102219873545,0.7755101919174194,0.8661616161616161
SGD,16,0.1,156,0.2345642376440177,1.274791853768485,0.7755101919174194,0.8552188552188552
SGD,16,0.1,157,0.32467729069412954,1.1684572745342643,0.7551020383834839,0.8594276094276094
SGD,16,0.1,158,0.27528918654189827,1.2653341585276079,0.7755101919174194,0.8484848484848485
SGD,16,0.1,159,0.28258518851909076,0.8084083479277941,0.7755101919174194,0.8518518518518519
SGD,16,0.1,160,0.22060697050909922,1.1099351960785535,0.7755101919174194,0.8543771043771043
SGD,16,0.1,161,0.20762989063954723,1.3176795998398139,0.7755101919174194,0.8585858585858586
SGD,16,0.1,162,0.2845021881587765,0.8891881242090341,0.7551020383834839,0.8282828282828283
SGD,16,0.1,163,0.3249682882906859,0.974471598255391,0.7551020383834839,0.8282828282828283
SGD,16,0.1,164,0.5181854507774887,1.0995434838898328,0.7142857313156128,0.755892255892256
SGD,16,0.1,165,1.2132171515973738,0.767620884642309,0.7551020383834839,0.8181818181818182
SGD,16,0.1,166,0.5885745268411587,0.6724365195449518,0.795918345451355,0.8080808080808081
SGD,16,0.1,167,0.4035635568935019,0.967839172908238,0.7755101919174194,0.813973063973064
SGD,16,0.1,168,0.5336950208238987,0.6177456719534737,0.7142857313156128,0.7575757575757576
SGD,16,0.1,169,0.6670893902451264,0.5055033625388632,0.7551020383834839,0.7962962962962963
SGD,16,0.1,170,0.5969512030250668,0.6909836749641263,0.7346938848495483,0.8047138047138047
SGD,16,0.1,171,0.44296891331055005,0.509216191817303,0.7346938848495483,0.7601010101010102
SGD,16,0.1,172,0.4613944180888833,0.49487853536800464,0.7551020383834839,0.8232323232323233
SGD,16,0.1,173,0.4109810332869001,0.4110289690445881,0.8163265585899353,0.8518518518518519
SGD,16,0.1,174,0.3463506883907812,0.5190859424824618,0.8163265585899353,0.8501683501683501
SGD,16,0.1,175,0.3928856306125463,0.6304735456194196,0.8163265585899353,0.8400673400673401
SGD,16,0.1,176,0.4766540612272648,0.4728140052484006,0.7551020383834839,0.7929292929292929
SGD,16,0.1,177,0.4408435994479323,0.47708618397615393,0.7346938848495483,0.8047138047138047
SGD,16,0.1,178,0.4069995813727996,0.46171557173437,0.7551020383834839,0.8265993265993266
SGD,16,0.1,179,0.4102003793642311,0.4851634259126624,0.7551020383834839,0.835858585858586
SGD,16,0.1,180,0.3692242337940888,0.5988587846561354,0.8163265585899353,0.8653198653198654
SGD,16,0.1,181,0.3892098584941014,0.6135469553421955,0.8163265585899353,0.8526936026936027
SGD,16,0.1,182,0.4134603954195359,0.49258277854140925,0.8163265585899353,0.8543771043771045
SGD,16,0.1,183,0.4002162648915009,0.6532078665129992,0.795918345451355,0.8417508417508418
SGD,16,0.1,184,0.3596084559519674,0.7157269205365863,0.795918345451355,0.8282828282828283
SGD,16,0.1,185,0.3294440378179204,0.6791061381904446,0.7755101919174194,0.8265993265993267
SGD,16,0.1,186,0.4190069789095864,0.748480427021883,0.795918345451355,0.8249158249158249
SGD,16,0.1,187,0.3507614308688307,0.9318103936253762,0.7755101919174194,0.8148148148148149
SGD,16,0.1,188,0.3684832957124463,1.0612394566438637,0.7755101919174194,0.8324915824915825
SGD,16,0.1,189,0.3349030342898838,1.121822872940375,0.7755101919174194,0.8324915824915825
SGD,16,0.1,190,0.3462680008436114,1.657679830278669,0.795918345451355,0.8114478114478115
SGD,16,0.1,191,0.3011565629991225,2.5906003251367684,0.7755101919174194,0.8013468013468014
SGD,16,0.1,192,0.4415598212128476,0.9551166417647381,0.7755101919174194,0.8097643097643098
SGD,16,0.1,193,0.4027921538896511,1.404270955494472,0.7551020383834839,0.8080808080808082
SGD,16,0.1,194,0.3576619452145433,1.6178802860026458,0.7551020383834839,0.8240740740740741
SGD,16,0.1,195,0.32378020064200763,1.8031469656496633,0.7755101919174194,0.8240740740740741
SGD,16,0.1,196,0.38577365203533764,1.6114031538671376,0.7755101919174194,0.8063973063973063
SGD,16,0.1,197,0.2908490099437496,1.7081164145956234,0.7755101919174194,0.8240740740740741
SGD,16,0.1,198,0.4991894843047147,1.0190624752823187,0.795918345451355,0.8400673400673401
SGD,16,0.1,199,0.30323497850660214,1.0182545525687081,0.7755101919174194,0.8383838383838385
SGD,16,0.1,200,0.35268324150322633,1.029555184500558,0.7755101919174194,0.8291245791245792
SGD,16,0.01,1,0.6932551097993406,0.6816993903140632,0.6326530575752258,0.7592592592592593
SGD,16,0.01,2,0.6754092672945922,0.657147716502754,0.795918345451355,0.8804713804713805
SGD,16,0.01,3,0.6424320945467974,0.6205330016661663,0.8367347121238708,0.9023569023569024
SGD,16,0.01,4,0.6137633737504791,0.5648825119952766,0.8775510191917419,0.9107744107744108
SGD,16,0.01,5,0.5623826492635697,0.49859229885801976,0.8775510191917419,0.9107744107744108
SGD,16,0.01,6,0.5161819569187461,0.44377996118701235,0.8571428656578064,0.9191919191919192
SGD,16,0.01,7,0.4704149831761968,0.387355198665541,0.8775510191917419,0.9276094276094276
SGD,16,0.01,8,0.4924424380218427,0.36876184113171634,0.8571428656578064,0.9292929292929293
SGD,16,0.01,9,0.430258009640664,0.3466881562252434,0.8775510191917419,0.9377104377104377
SGD,16,0.01,10,0.42445416829592203,0.33055277259982363,0.8775510191917419,0.9494949494949495
SGD,16,0.01,11,0.3811295971351584,0.3215348452937846,0.8979591727256775,0.9461279461279462
SGD,16,0.01,12,0.35300903863857447,0.31680644774923516,0.8979591727256775,0.9461279461279462
SGD,16,0.01,13,0.3935730420246025,0.31129584993634907,0.8979591727256775,0.9478114478114478
SGD,16,0.01,14,0.35766190938999,0.31463620127463826,0.8571428656578064,0.9427609427609428
SGD,16,0.01,15,0.36170026891589785,0.3144678461308382,0.8571428656578064,0.9377104377104378
SGD,16,0.01,16,0.36716197685874186,0.32057760929574775,0.8571428656578064,0.9343434343434344
SGD,16,0.01,17,0.3580320357041038,0.315565824508667,0.8571428656578064,0.9360269360269361
SGD,16,0.01,18,0.36290705451075894,0.322348876875274,0.8775510191917419,0.930976430976431
SGD,16,0.01,19,0.370971849545296,0.32363117471033215,0.8979591727256775,0.930976430976431
SGD,16,0.01,20,0.3830425838114684,0.32880127673246423,0.8775510191917419,0.9259259259259259
SGD,16,0.01,21,0.3672300425063761,0.3258862252138099,0.8775510191917419,0.9276094276094276
SGD,16,0.01,22,0.3653849987168386,0.3191831744447046,0.8775510191917419,0.9292929292929293
SGD,16,0.01,23,0.35961937641850406,0.320457682317617,0.8571428656578064,0.9259259259259259
SGD,16,0.01,24,0.36425732454487697,0.32512624896302517,0.8571428656578064,0.9242424242424242
SGD,16,0.01,25,0.3308754214351041,0.3352426168869953,0.8571428656578064,0.9124579124579125
SGD,16,0.01,26,0.3123844726870097,0.33701193089387854,0.8367347121238708,0.9158249158249159
SGD,16,0.01,27,0.29763547087889264,0.3454008005103286,0.8163265585899353,0.9158249158249159
SGD,16,0.01,28,0.31214179461484126,0.33972959615746323,0.8163265585899353,0.9158249158249159
SGD,16,0.01,29,0.32895594063200484,0.348200545019033,0.8367347121238708,0.9191919191919192
SGD,16,0.01,30,0.33573638095756886,0.332709297841909,0.8367347121238708,0.9141414141414141
SGD,16,0.01,31,0.3189625502250355,0.32594076954588597,0.8163265585899353,0.920875420875421
SGD,16,0.01,32,0.3713010642194995,0.3103986224349664,0.8571428656578064,0.9343434343434344
SGD,16,0.01,33,0.2856971808682664,0.31312030188891354,0.8163265585899353,0.9259259259259259
SGD,16,0.01,34,0.3216741592961079,0.32608851121396437,0.7755101919174194,0.9191919191919192
SGD,16,0.01,35,0.3234318117050145,0.3468876030980324,0.795918345451355,0.9107744107744108
SGD,16,0.01,36,0.3026421230691702,0.3586886610303606,0.7755101919174194,0.9074074074074074
SGD,16,0.01,37,0.2707513218716636,0.3605164216489208,0.8367347121238708,0.9107744107744108
SGD,16,0.01,38,0.2955539609484104,0.37435672234515754,0.795918345451355,0.9057239057239057
SGD,16,0.01,39,0.2937596202514332,0.38731047085353304,0.795918345451355,0.898989898989899
SGD,16,0.01,40,0.288152864173904,0.380938145579124,0.8163265585899353,0.898989898989899
SGD,16,0.01,41,0.2749420639146795,0.37710979520058147,0.795918345451355,0.8956228956228957
SGD,16,0.01,42,0.24498826975649501,0.38247695261118364,0.795918345451355,0.9006734006734007
SGD,16,0.01,43,0.28152226784068685,0.3713130075104383,0.8163265585899353,0.9040404040404041
SGD,16,0.01,44,0.25670221556035966,0.37253255260233975,0.8163265585899353,0.8973063973063973
SGD,16,0.01,45,0.2851529050367484,0.3914979769259083,0.8163265585899353,0.9006734006734007
SGD,16,0.01,46,0.27059986863111585,0.40327743364840135,0.7755101919174194,0.8754208754208753
SGD,16,0.01,47,0.34177965450780995,0.45369578624258233,0.7755101919174194,0.8636363636363636
SGD,16,0.01,48,0.29314902779969526,0.4298694182415398,0.795918345451355,0.8804713804713804
SGD,16,0.01,49,0.2948300952738431,0.43494193651238267,0.7755101919174194,0.8754208754208754
SGD,16,0.01,50,0.28011433942330316,0.4478943396587761,0.7551020383834839,0.8737373737373737
SGD,16,0.01,51,0.3017940570653411,0.44555917078134966,0.7755101919174194,0.8787878787878788
SGD,16,0.01,52,0.2583064878542806,0.44843890715618523,0.795918345451355,0.8771043771043772
SGD,16,0.01,53,0.25833679295574447,0.4530870038635877,0.795918345451355,0.8821548821548822
SGD,16,0.01,54,0.2593511475414192,0.4571882364701252,0.7755101919174194,0.8787878787878787
SGD,16,0.01,55,0.2449271839517386,0.45128899691056235,0.795918345451355,0.8821548821548821
SGD,16,0.01,56,0.2396826944788954,0.4385041703983229,0.7755101919174194,0.8804713804713805
SGD,16,0.01,57,0.24678310334991296,0.4334358633780966,0.795918345451355,0.8855218855218855
SGD,16,0.01,58,0.20032942140658286,0.43678435014218703,0.7755101919174194,0.8905723905723905
SGD,16,0.01,59,0.2498940845717401,0.4703226819330332,0.7551020383834839,0.8821548821548821
SGD,16,0.01,60,0.26459739615880146,0.4723540520181461,0.795918345451355,0.8737373737373737
SGD,16,0.01,61,0.2117983547517055,0.4504757219431352,0.7551020383834839,0.8787878787878788
SGD,16,0.01,62,0.22213877050370132,0.439324680639773,0.8163265585899353,0.8838383838383839
SGD,16,0.01,63,0.24907548609792876,0.4355866568429129,0.795918345451355,0.8888888888888888
SGD,16,0.01,64,0.21568633392067152,0.43171984322217044,0.8163265585899353,0.8956228956228957
SGD,16,0.01,65,0.2079461335875287,0.4483941282544817,0.7755101919174194,0.8821548821548821
SGD,16,0.01,66,0.17913194224624437,0.46320669018492405,0.7755101919174194,0.8787878787878788
SGD,16,0.01,67,0.19413223198658444,0.4699476300453653,0.7551020383834839,0.8804713804713805
SGD,16,0.01,68,0.1854160323044179,0.4437534711798843,0.7755101919174194,0.8855218855218855
SGD,16,0.01,69,0.23049244913550593,0.5306031655292122,0.7142857313156128,0.8569023569023569
SGD,16,0.01,70,0.2812329470493633,0.48658774336990046,0.7551020383834839,0.8535353535353535
SGD,16,0.01,71,0.2287956346501958,0.4866800089271701,0.795918345451355,0.8653198653198654
SGD,16,0.01,72,0.232297257592641,0.4737932548231008,0.795918345451355,0.8703703703703703
SGD,16,0.01,73,0.21822713137908303,0.46583463707748723,0.8163265585899353,0.8821548821548821
SGD,16,0.01,74,0.25560548330218064,0.49103966294502727,0.8163265585899353,0.8720538720538721
SGD,16,0.01,75,0.21361569952161819,0.4928153424846883,0.795918345451355,0.8670033670033669
SGD,16,0.01,76,0.2148958219147717,0.5064029839574075,0.795918345451355,0.8653198653198654
SGD,16,0.01,77,0.1942064095037589,0.5235415149708184,0.8163265585899353,0.8636363636363635
SGD,16,0.01,78,0.19771411781406772,0.5409298599982748,0.8163265585899353,0.861952861952862
SGD,16,0.01,79,0.18636325480406765,0.538502993632336,0.7755101919174194,0.8602693602693602
SGD,16,0.01,80,0.22561329634078425,0.5917254637698738,0.7551020383834839,0.8569023569023568
SGD,16,0.01,81,0.20121502505682912,0.5941154263457473,0.7551020383834839,0.8484848484848485
SGD,16,0.01,82,0.19489240553712597,0.6132970926712971,0.7346938848495483,0.8501683501683501
SGD,16,0.01,83,0.16619450533328278,0.597500144218912,0.7346938848495483,0.8535353535353536
SGD,16,0.01,84,0.2094611967165853,0.6049181928440016,0.7551020383834839,0.8552188552188552
SGD,16,0.01,85,0.19214595043597443,0.6001841754329448,0.795918345451355,0.8552188552188553
SGD,16,0.01,86,0.1872342040501728,0.6227994938285983,0.7551020383834839,0.8535353535353536
SGD,16,0.01,87,0.14856503355688383,0.6498910261660206,0.7346938848495483,0.8484848484848485
SGD,16,0.01,88,0.2067576628274868,0.6169447314982511,0.7551020383834839,0.8569023569023568
SGD,16,0.01,89,0.18261663098409386,0.6241624209345603,0.7551020383834839,0.845117845117845
SGD,16,0.01,90,0.16241742137800227,0.6513151915705934,0.7346938848495483,0.8383838383838385
SGD,16,0.01,91,0.17948970924387325,0.6559010817080128,0.7346938848495483,0.8400673400673401
SGD,16,0.01,92,0.17082911992320124,0.6551580672361412,0.7551020383834839,0.8535353535353535
SGD,16,0.01,93,0.16483495822128083,0.6509287320837682,0.7142857313156128,0.8468013468013468
